filename,original_ssim,coregistered_ssim,change_ssim,shift_x,shift_y,shift_x_meters,shift_y_meters,shift_reliability,window_size,success,CRS,CRS_converted,filter_passed,z_score
20240116T052149_20240116T053608_T43NBF.tif,0.377111364820911,0.3604695107836482,-0.016641854037262815,0.06549938023090363,-0.3696308732032776,0.65625,3.6875,0,"[14, 14]",True,,False,False,1.630703395122533
20240121T052111_20240121T053340_T43NBF.tif,0.3942774958936157,0.39014425855003876,-0.0041332373435769565,-0.07984720170497894,-0.35375410318374634,-0.8125,3.5625,0,"[14, 14]",True,,False,False,0.7322487827694044
20240121T052111_20240121T053340_T43NBG.tif,,,0.0,,,,,,"[24, 24]",False,,False,False,
20240126T052109_20240126T053414_T43NBG.tif,0.35862611512793147,0.34588483127848674,-0.012741283849444729,-0.11536058783531189,-0.27346718311309814,-1.153605878353119,2.7346718311309814,31.576819517495267,"[76, 76]",True,,False,False,1.6746994229617955
